Entity,Code,Year,Low-carbon energy (% equivalent primary energy)
Asia,,1976,6.276517391204834
Asia,,1977,5.7275543212890625
Asia,,1978,6.282313346862793
Asia,,1979,6.645298957824707
Asia,,1980,7.295660018920898
Asia,,1981,7.713211536407471
Asia,,1982,8.0040283203125
Asia,,1983,8.298871994018555
Asia,,1984,8.214078903198242
Asia,,1985,8.400190353393555
Asia,,1986,8.30180835723877
Asia,,1987,8.566929817199707
Asia,,1988,8.515145301818848
Asia,,1989,8.389825820922852
Asia,,1990,8.502851486206055
Asia,,1991,8.449849128723145
Asia,,1992,8.207863807678223
Asia,,1993,8.72354793548584
Asia,,1994,8.513885498046875
Asia,,1995,8.914823532104492
Asia,,1996,8.706877708435059
Asia,,1997,8.707143783569336
Asia,,1998,9.142277717590332
Asia,,1999,8.829330444335938
Asia,,2000,8.768479347229004
Asia,,2001,8.833219528198242
Asia,,2002,8.625407218933105
Asia,,2003,7.768434524536133
Asia,,2004,8.19771957397461
Asia,,2005,7.919116973876953
Asia,,2006,8.002140998840332
Asia,,2007,7.661543846130371
Asia,,2008,7.992336750030518
Asia,,2009,7.873619556427002
Asia,,2010,8.322809219360352
Asia,,2011,7.722690582275391
Asia,,2012,7.6983137130737305
Asia,,2013,8.14519214630127
Asia,,2014,8.740547180175781
Asia,,2015,9.24136734008789
Asia,,2016,9.7910795211792
Asia,,2017,10.31258773803711
Asia,,2018,10.891339302062988
Asia,,2019,11.765369415283203
Asia,,2020,12.58867073059082
Asia,,2021,13.027585983276367
Asia Pacific (BP),,1965,8.908120155334473
Asia Pacific (BP),,1966,8.558475494384766
Asia Pacific (BP),,1967,7.696347713470459
Asia Pacific (BP),,1968,7.876112461090088
Asia Pacific (BP),,1969,7.204771041870117
Asia Pacific (BP),,1970,6.715837001800537
Asia Pacific (BP),,1971,6.838458061218262
Asia Pacific (BP),,1972,6.676357269287109
Asia Pacific (BP),,1973,5.909520149230957
Asia Pacific (BP),,1974,6.743452548980713
Asia Pacific (BP),,1975,7.047008514404297
Asia Pacific (BP),,1976,6.970614433288574
Asia Pacific (BP),,1977,6.364303112030029
Asia Pacific (BP),,1978,6.902890682220459
Asia Pacific (BP),,1979,7.370997428894043
Asia Pacific (BP),,1980,8.015270233154297
Asia Pacific (BP),,1981,8.493693351745605
Asia Pacific (BP),,1982,8.821959495544434
Asia Pacific (BP),,1983,9.300898551940918
Asia Pacific (BP),,1984,9.257040977478027
Asia Pacific (BP),,1985,9.827446937561035
Asia Pacific (BP),,1986,9.866684913635254
Asia Pacific (BP),,1987,9.965118408203125
Asia Pacific (BP),,1988,9.61991024017334
Asia Pacific (BP),,1989,9.754584312438965
Asia Pacific (BP),,1990,9.751263618469238
Asia Pacific (BP),,1991,9.727090835571289
Asia Pacific (BP),,1992,9.286420822143555
Asia Pacific (BP),,1993,9.688292503356934
Asia Pacific (BP),,1994,9.528448104858398
Asia Pacific (BP),,1995,9.958174705505371
Asia Pacific (BP),,1996,9.61902904510498
Asia Pacific (BP),,1997,9.672396659851074
Asia Pacific (BP),,1998,10.214149475097656
Asia Pacific (BP),,1999,9.900924682617188
Asia Pacific (BP),,2000,9.902260780334473
Asia Pacific (BP),,2001,10.041213989257812
Asia Pacific (BP),,2002,9.746614456176758
Asia Pacific (BP),,2003,8.673026084899902
Asia Pacific (BP),,2004,9.125425338745117
Asia Pacific (BP),,2005,8.833130836486816
Asia Pacific (BP),,2006,8.920473098754883
Asia Pacific (BP),,2007,8.600688934326172
Asia Pacific (BP),,2008,9.171313285827637
Asia Pacific (BP),,2009,9.053977966308594
Asia Pacific (BP),,2010,9.484620094299316
Asia Pacific (BP),,2011,8.847164154052734
Asia Pacific (BP),,2012,8.804963111877441
Asia Pacific (BP),,2013,9.35095500946045
Asia Pacific (BP),,2014,10.178025245666504
Asia Pacific (BP),,2015,10.66773796081543
Asia Pacific (BP),,2016,11.332316398620605
Asia Pacific (BP),,2017,11.914446830749512
Asia Pacific (BP),,2018,12.648031234741211
Asia Pacific (BP),,2019,13.464768409729004
Asia Pacific (BP),,2020,14.48841381072998
Asia Pacific (BP),,2021,15.093046188354492
Australia,AUS,1965,5.562621593475342
Australia,AUS,1966,5.071894645690918
Australia,AUS,1967,4.949548721313477
Australia,AUS,1968,4.865467548370361
Australia,AUS,1969,5.0869879722595215
Australia,AUS,1970,5.421450614929199
Australia,AUS,1971,5.822727203369141
Australia,AUS,1972,5.599285125732422
Australia,AUS,1973,5.588664531707764
Australia,AUS,1974,5.955109596252441
Australia,AUS,1975,6.297008037567139
Australia,AUS,1976,5.793421268463135
Australia,AUS,1977,5.269774913787842
Australia,AUS,1978,5.50869607925415
Australia,AUS,1979,5.1658406257629395
Australia,AUS,1980,4.862271785736084
Australia,AUS,1981,4.930354595184326
Australia,AUS,1982,4.636782646179199
Australia,AUS,1983,4.534481525421143
Australia,AUS,1984,4.718454360961914
Australia,AUS,1985,4.863154888153076
Australia,AUS,1986,4.798559665679932
Australia,AUS,1987,4.532893180847168
Australia,AUS,1988,4.6416802406311035
Australia,AUS,1989,4.419953346252441
Australia,AUS,1990,4.459391117095947
Australia,AUS,1991,4.7400617599487305
Australia,AUS,1992,4.731717109680176
Australia,AUS,1993,4.75942850112915
Australia,AUS,1994,4.5271806716918945
Australia,AUS,1995,4.239725112915039
Australia,AUS,1996,4.23659086227417
Australia,AUS,1997,4.145838737487793
Australia,AUS,1998,4.037755966186523
Australia,AUS,1999,4.0089335441589355
Australia,AUS,2000,3.988877773284912
Australia,AUS,2001,3.8707621097564697
Australia,AUS,2002,3.931450366973877
Australia,AUS,2003,4.0149688720703125
Australia,AUS,2004,4.036560535430908
Australia,AUS,2005,4.313553333282471
Australia,AUS,2006,4.233413219451904
Australia,AUS,2007,3.9767227172851562
Australia,AUS,2008,3.681326389312744
Australia,AUS,2009,3.9202661514282227
Australia,AUS,2010,4.312804698944092
Australia,AUS,2011,5.698980808258057
Australia,AUS,2012,5.700209140777588
Australia,AUS,2013,6.525868892669678
Australia,AUS,2014,5.979823112487793
Australia,AUS,2015,6.290020942687988
Australia,AUS,2016,7.189175605773926
Australia,AUS,2017,6.750126838684082
Australia,AUS,2018,8.300061225891113
Australia,AUS,2019,8.880722045898438
Australia,AUS,2020,10.789811134338379
Australia,AUS,2021,12.933531761169434
Austria,AUT,1965,25.096406936645508
Austria,AUT,1966,25.840192794799805
Austria,AUT,1967,26.118928909301758
Austria,AUT,1968,25.099164962768555
Austria,AUT,1969,22.27536964416504
Austria,AUT,1970,24.77025604248047
Austria,AUT,1971,19.652301788330078
Austria,AUT,1972,19.524147033691406
Austria,AUT,1973,20.177391052246094
Austria,AUT,1974,23.734527587890625
Austria,AUT,1975,25.03424644470215
Austria,AUT,1976,20.905319213867188
Austria,AUT,1977,25.271305084228516
Austria,AUT,1978,24.244625091552734
Austria,AUT,1979,25.784454345703125
Austria,AUT,1980,26.82601547241211
Austria,AUT,1981,29.28065299987793
Austria,AUT,1982,30.31977081298828
Austria,AUT,1983,30.117788314819336
Austria,AUT,1984,26.68983268737793
Austria,AUT,1985,29.769283294677734
Austria,AUT,1986,30.177656173706055
Austria,AUT,1987,32.193809509277344
Austria,AUT,1988,32.7332649230957
Austria,AUT,1989,32.40857696533203
Austria,AUT,1990,28.9086856842041
Austria,AUT,1991,27.587186813354492
Austria,AUT,1992,31.037273406982422
Austria,AUT,1993,32.08808517456055
Austria,AUT,1994,31.296300888061523
Austria,AUT,1995,31.515920639038086
Austria,AUT,1996,28.95120620727539
Austria,AUT,1997,29.96346664428711
Austria,AUT,1998,30.441696166992188
Austria,AUT,1999,32.257999420166016
Austria,AUT,2000,32.95425796508789
Austria,AUT,2001,30.816513061523438
Austria,AUT,2002,30.325117111206055
Austria,AUT,2003,25.140518188476562
Austria,AUT,2004,27.633785247802734
Austria,AUT,2005,27.947860717773438
Austria,AUT,2006,28.591209411621094
Austria,AUT,2007,30.980609893798828
Austria,AUT,2008,31.345478057861328
Austria,AUT,2009,34.322513580322266
Austria,AUT,2010,31.605642318725586
Austria,AUT,2011,30.720794677734375
Austria,AUT,2012,35.929344177246094
Austria,AUT,2013,35.26667404174805
Austria,AUT,2014,36.640296936035156
Austria,AUT,2015,34.96407699584961
Austria,AUT,2016,35.65185546875
Austria,AUT,2017,34.502872467041016
Austria,AUT,2018,34.56892776489258
Austria,AUT,2019,35.61137771606445
Austria,AUT,2020,38.26066970825195
Austria,AUT,2021,37.48179244995117
Azerbaijan,AZE,1985,1.6519356966018677
Azerbaijan,AZE,1986,0.9406937956809998
Azerbaijan,AZE,1987,0.970684289932251
Azerbaijan,AZE,1988,0.8420581221580505
Azerbaijan,AZE,1989,0.8257337808609009
Azerbaijan,AZE,1990,1.881659984588623
Azerbaijan,AZE,1991,2.0779731273651123
Azerbaijan,AZE,1992,2.409932851791382
Azerbaijan,AZE,1993,3.8572144508361816
Azerbaijan,AZE,1994,3.1670033931732178
Azerbaijan,AZE,1995,2.864072799682617
Azerbaijan,AZE,1996,3.4498770236968994
Azerbaijan,AZE,1997,4.0128254890441895
Azerbaijan,AZE,1998,4.555314540863037
Azerbaijan,AZE,1999,3.5315983295440674
Azerbaijan,AZE,2000,3.446013927459717
Azerbaijan,AZE,2001,3.011781692504883
Azerbaijan,AZE,2002,4.700666427612305
Azerbaijan,AZE,2003,5.277902603149414
Azerbaijan,AZE,2004,5.158581733703613
Azerbaijan,AZE,2005,5.165003299713135
Azerbaijan,AZE,2006,4.366299629211426
Azerbaijan,AZE,2007,4.502970218658447
Azerbaijan,AZE,2008,4.184756755828857
Azerbaijan,AZE,2009,4.871127605438232
Azerbaijan,AZE,2010,7.311431884765625
Azerbaijan,AZE,2011,5.077953815460205
Azerbaijan,AZE,2012,3.337345600128174
Azerbaijan,AZE,2013,2.7806928157806396
Azerbaijan,AZE,2014,2.433617115020752
Azerbaijan,AZE,2015,2.757688045501709
Azerbaijan,AZE,2016,3.3459079265594482
Azerbaijan,AZE,2017,3.049804449081421
Azerbaijan,AZE,2018,3.070157051086426
Azerbaijan,AZE,2019,2.674583911895752
Azerbaijan,AZE,2020,1.9758317470550537
Azerbaijan,AZE,2021,2.201542854309082
Bangladesh,BGD,1971,3.859757661819458
Bangladesh,BGD,1972,3.406534433364868
Bangladesh,BGD,1973,5.024386882781982
Bangladesh,BGD,1974,3.4634594917297363
Bangladesh,BGD,1975,6.043976306915283
Bangladesh,BGD,1976,5.868124008178711
Bangladesh,BGD,1977,5.079775810241699
Bangladesh,BGD,1978,5.536711692810059
Bangladesh,BGD,1979,5.825671672821045
Bangladesh,BGD,1980,4.960880279541016
Bangladesh,BGD,1981,5.0166497230529785
Bangladesh,BGD,1982,3.805250644683838
Bangladesh,BGD,1983,4.870658874511719
Bangladesh,BGD,1984,6.105583190917969
Bangladesh,BGD,1985,4.526681423187256
Bangladesh,BGD,1986,2.5327975749969482
Bangladesh,BGD,1987,2.6365013122558594
Bangladesh,BGD,1988,3.0908639430999756
Bangladesh,BGD,1989,3.9078640937805176
Bangladesh,BGD,1990,3.539271354675293
Bangladesh,BGD,1991,3.477609157562256
Bangladesh,BGD,1992,3.0288853645324707
Bangladesh,BGD,1993,2.1043288707733154
Bangladesh,BGD,1994,2.7616806030273438
Bangladesh,BGD,1995,1.0269947052001953
Bangladesh,BGD,1996,1.9475641250610352
Bangladesh,BGD,1997,1.8034275770187378
Bangladesh,BGD,1998,2.037123680114746
Bangladesh,BGD,1999,1.93972909450531
Bangladesh,BGD,2000,1.6270726919174194
Bangladesh,BGD,2001,1.8750032186508179
Bangladesh,BGD,2002,1.3622075319290161
Bangladesh,BGD,2003,1.2784041166305542
Bangladesh,BGD,2004,1.2296963930130005
Bangladesh,BGD,2005,1.1353458166122437
Bangladesh,BGD,2006,1.046309471130371
Bangladesh,BGD,2007,1.0207374095916748
Bangladesh,BGD,2008,1.2218128442764282
Bangladesh,BGD,2009,0.5117601156234741
Bangladesh,BGD,2010,0.8648931980133057
Bangladesh,BGD,2011,0.9513694643974304
Bangladesh,BGD,2012,0.8256486654281616
Bangladesh,BGD,2013,0.7885019183158875
Bangladesh,BGD,2014,0.6461619734764099
Bangladesh,BGD,2015,0.8184085488319397
Bangladesh,BGD,2016,0.8060975074768066
Bangladesh,BGD,2017,0.8946443200111389
Bangladesh,BGD,2018,0.7471175193786621
Bangladesh,BGD,2019,0.675128698348999
Bangladesh,BGD,2020,0.6580818295478821
Bangladesh,BGD,2021,0.6501469016075134
Belarus,BLR,1985,0.014493477530777454
Belarus,BLR,1986,0.012695332057774067
Belarus,BLR,1987,0.012513182125985622
Belarus,BLR,1988,0.012336068786680698
Belarus,BLR,1989,0.012754959054291248
Belarus,BLR,1990,0.012691676616668701
Belarus,BLR,1991,0.011448725126683712
Belarus,BLR,1992,0.0124688521027565
Belarus,BLR,1993,0.016665900126099586
Belarus,BLR,1994,0.019936153665184975
Belarus,BLR,1995,0.02358926460146904
Belarus,BLR,1996,0.018399424850940704
Belarus,BLR,1997,0.023874051868915558
Belarus,BLR,1998,0.032551832497119904
Belarus,BLR,1999,0.022707760334014893
Belarus,BLR,2000,0.03130186349153519
Belarus,BLR,2001,0.03554346412420273
Belarus,BLR,2002,0.032997068017721176
Belarus,BLR,2003,0.031896285712718964
Belarus,BLR,2004,0.03438013792037964
Belarus,BLR,2005,0.037284452468156815
Belarus,BLR,2006,0.036012791097164154
Belarus,BLR,2007,0.049696002155542374
Belarus,BLR,2008,0.07290583848953247
Belarus,BLR,2009,0.11325269937515259
Belarus,BLR,2010,0.1292484998703003
Belarus,BLR,2011,0.1430341899394989
Belarus,BLR,2012,0.15896934270858765
Belarus,BLR,2013,0.2241222858428955
Belarus,BLR,2014,0.20674793422222137
Belarus,BLR,2015,0.272726833820343
Belarus,BLR,2016,0.346439927816391
Belarus,BLR,2017,0.6887630820274353
Belarus,BLR,2018,0.5790961384773254
Belarus,BLR,2019,0.7077696323394775
Belarus,BLR,2020,1.2867506742477417
Belarus,BLR,2021,5.694417953491211
Belgium,BEL,1965,0.19477374851703644
Belgium,BEL,1966,0.22650426626205444
Belgium,BEL,1967,0.2323664277791977
Belgium,BEL,1968,0.19221337139606476
Belgium,BEL,1969,0.14537379145622253
Belgium,BEL,1970,0.16478364169597626
Belgium,BEL,1971,0.07485564798116684
Belgium,BEL,1972,0.10013113170862198
Belgium,BEL,1973,0.19139793515205383
Belgium,BEL,1974,0.26768961548805237
Belgium,BEL,1975,3.871628999710083
Belgium,BEL,1976,5.273409366607666
Belgium,BEL,1977,6.416232109069824
Belgium,BEL,1978,6.437148094177246
Belgium,BEL,1979,5.7608137130737305
Belgium,BEL,1980,6.604355812072754
Belgium,BEL,1981,7.1601996421813965
Belgium,BEL,1982,8.852228164672852
Belgium,BEL,1983,13.921679496765137
Belgium,BEL,1984,15.309539794921875
Belgium,BEL,1985,18.22271728515625
Belgium,BEL,1986,20.1478328704834
Belgium,BEL,1987,20.87883758544922
Belgium,BEL,1988,21.003313064575195
Belgium,BEL,1989,19.928022384643555
Belgium,BEL,1990,19.784542083740234
Belgium,BEL,1991,19.175281524658203
Belgium,BEL,1992,19.515588760375977
Belgium,BEL,1993,19.09514808654785
Belgium,BEL,1994,17.63844108581543
Belgium,BEL,1995,17.76454734802246
Belgium,BEL,1996,17.46778678894043
Belgium,BEL,1997,18.900806427001953
Belgium,BEL,1998,18.12960433959961
Belgium,BEL,1999,19.40947914123535
Belgium,BEL,2000,18.815792083740234
Belgium,BEL,2001,18.18150520324707
Belgium,BEL,2002,18.564987182617188
Belgium,BEL,2003,17.797311782836914
Belgium,BEL,2004,17.716520309448242
Belgium,BEL,2005,18.162628173828125
Belgium,BEL,2006,18.006488800048828
Belgium,BEL,2007,18.555158615112305
Belgium,BEL,2008,17.604236602783203
Belgium,BEL,2009,19.9650936126709
Belgium,BEL,2010,19.613908767700195
Belgium,BEL,2011,21.71552085876465
Belgium,BEL,2012,20.362348556518555
Belgium,BEL,2013,21.046489715576172
Belgium,BEL,2014,19.289073944091797
Belgium,BEL,2015,16.7154598236084
Belgium,BEL,2016,21.812387466430664
Belgium,BEL,2017,21.65154457092285
Belgium,BEL,2018,17.416057586669922
Belgium,BEL,2019,22.65207290649414
Belgium,BEL,2020,23.46272850036621
Belgium,BEL,2021,26.10733413696289
Brazil,BRA,1965,27.548721313476562
Brazil,BRA,1966,27.618213653564453
Brazil,BRA,1967,27.880290985107422
Brazil,BRA,1968,25.555753707885742
Brazil,BRA,1969,25.05621910095215
Brazil,BRA,1970,26.901081085205078
Brazil,BRA,1971,26.817771911621094
Brazil,BRA,1972,27.39073371887207
Brazil,BRA,1973,26.101699829101562
Brazil,BRA,1974,26.92813491821289
Brazil,BRA,1975,27.995861053466797
Brazil,BRA,1976,29.16008758544922
Brazil,BRA,1977,31.08434295654297
Brazil,BRA,1978,31.529354095458984
Brazil,BRA,1979,33.387489318847656
Brazil,BRA,1980,36.18800735473633
Brazil,BRA,1981,37.504878997802734
Brazil,BRA,1982,39.09782028198242
Brazil,BRA,1983,41.86777114868164
Brazil,BRA,1984,43.590858459472656
Brazil,BRA,1985,44.648109436035156
Brazil,BRA,1986,43.248260498046875
Brazil,BRA,1987,42.96577453613281
Brazil,BRA,1988,44.12461853027344
Brazil,BRA,1989,44.90888595581055
Brazil,BRA,1990,45.69099426269531
Brazil,BRA,1991,46.11964797973633
Brazil,BRA,1992,45.203285217285156
Brazil,BRA,1993,45.23192596435547
Brazil,BRA,1994,44.574161529541016
Brazil,BRA,1995,44.71935272216797
Brazil,BRA,1996,44.42282485961914
Brazil,BRA,1997,43.91095733642578
Brazil,BRA,1998,43.99040222167969
Brazil,BRA,1999,43.64459228515625
Brazil,BRA,2000,44.03639602661133
Brazil,BRA,2001,40.90794372558594
Brazil,BRA,2002,42.44335174560547
Brazil,BRA,2003,43.87251281738281
Brazil,BRA,2004,43.59531784057617
Brazil,BRA,2005,44.21900177001953
Brazil,BRA,2006,44.49727249145508
Brazil,BRA,2007,45.600303649902344
Brazil,BRA,2008,44.682952880859375
Brazil,BRA,2009,47.5291862487793
Brazil,BRA,2010,45.480682373046875
Brazil,BRA,2011,45.17511749267578
Brazil,BRA,2012,43.3300895690918
Brazil,BRA,2013,41.006168365478516
Brazil,BRA,2014,39.98335647583008
Brazil,BRA,2015,41.70918655395508
Brazil,BRA,2016,44.7490234375
Brazil,BRA,2017,44.46149444580078
Brazil,BRA,2018,47.244937896728516
Brazil,BRA,2019,48.47462463378906
Brazil,BRA,2020,50.53425598144531
Brazil,BRA,2021,47.27756881713867
Bulgaria,BGR,1965,4.931370735168457
Bulgaria,BGR,1966,4.622976303100586
Bulgaria,BGR,1967,4.0036211013793945
Bulgaria,BGR,1968,2.3115649223327637
Bulgaria,BGR,1969,2.9225401878356934
